"Xt" "Yt" "time"
10 5 0
10.4337457466108 5.06645316752846 0.25
11.6205991340457 5.03824564895384 0.5
13.4689369600142 5.22741851348182 0.75
13.6676532575015 5.80920633690213 1
12.032292186319 6.11741790423717 1.25
14.6499574943897 6.0215185353737 1.5
15.7168732423496 6.11975332288594 1.75
11.5934203960122 6.32188677614482 2
10.2056910486046 6.38861092559463 2.25
8.16297501519452 7.09479518135087 2.5
9.18479346332208 6.95442579775359 2.75
10.9032437125397 6.72361768160092 3
13.1855167880921 6.41285210959386 3.25
16.2789150620078 6.32008803159567 3.5
13.6163793938407 5.73480000378066 3.75
8.3129080471352 5.67003450760225 4
9.51641234056349 5.41599225162796 4.25
9.93129262276055 4.92618392790957 4.5
9.76723195370222 4.4262600902572 4.75
10.5773441446259 3.86737733340916 5
11.7479335442527 3.60590913758377 5.25
12.7194393096802 3.23457591702889 5.5
10.8933538960453 2.75432389338172 5.75
11.1737532848976 2.67604710725847 6
11.5335952772394 2.70643262708254 6.25
9.99793250295096 2.72954589555892 6.5
10.3083027876006 2.89968658367438 6.75
10.0670427970281 2.99150682129418 7
8.32753335573751 3.29839933727712 7.25
9.75620975129854 3.3018729490617 7.5
9.93866705883508 3.66564546100939 7.75
11.2891778396223 3.82966653132944 8
11.2053604739433 4.63924171597283 8.25
11.8122460642759 4.8063168656327 8.5
12.5031839591636 5.55498573377401 8.75
12.3958022073542 5.35466279453019 9
13.1666597956365 5.93156229181575 9.25
18.6665981360955 6.06392603111351 9.5
18.179486873048 6.33304589940808 9.75
20.2799891295407 6.56649188203163 10
19.0522924848289 6.48201787987785 10.25
17.8874017408484 6.90068094117575 10.5
17.3119155795573 6.71366517140928 10.75
17.1520322562158 6.49385386249154 11
18.5285997221062 6.58781385521179 11.25
14.9848906353748 6.05596312286328 11.5
10.7581448690884 5.97176043278406 11.75
11.7741918409919 6.04107022801545 12
11.3818849321901 5.40096179866062 12.25
11.8763787418475 4.66167356468888 12.5
7.91400124024324 4.98231832308823 12.75
8.92631732349951 4.47333263432347 13
8.70533297181152 3.9007961413626 13.25
10.2064145809061 3.353247335753 13.5
