"time" "mx" "my"
7.01 5.60596528689847 3.8369781141154
7.02 5.60401149537088 3.83561138810629
7.03 5.60171392687194 3.83354496541954
7.04 5.59996956516224 3.83176444214284
7.05 5.59844748821249 3.83082162783269
7.06 5.5959632166015 3.82903986910431
7.07 5.59385083753376 3.82739299523544
7.08 5.59204528584925 3.82613329400213
7.09 5.59035726718781 3.82400982370846
7.1 5.58914910511988 3.82102376905318
7.11 5.58707796224841 3.81999964735139
7.12 5.58585469858333 3.81775973018991
7.13 5.58439783229595 3.8166573745918
7.14 5.58251681783196 3.81494987772117
7.15 5.58128054403616 3.8128237830338
7.16 5.57969927288199 3.81082807831963
7.17 5.57662014678665 3.80874969565342
7.18 5.57542318229011 3.80607992784951
7.19 5.57255512311436 3.80452711239916
7.2 5.57130764014042 3.80177079503883
7.21 5.57057255013013 3.800884167721
7.22 5.56902970099484 3.79915768471907
7.23 5.56839258555397 3.79672233058875
7.24 5.56735121119843 3.79550987208249
7.25 5.56661117808758 3.79347604008928
7.26 5.56566470642536 3.79139927983968
7.27 5.56438341819351 3.78939727596342
7.28 5.56336392001249 3.78749476147433
7.29 5.56246060861453 3.78561723769996
7.3 5.56145326923693 3.78359953798777
7.31 5.55962333769324 3.77984164878468
7.32 5.55998539459997 3.7774405615413
7.33 5.55887039693638 3.77583416042208
7.34 5.55857344327587 3.77432693649671
7.35 5.55794249428025 3.77265913286547
7.36 5.55722819094007 3.77132589325731
7.37 5.55735073914223 3.76978696630283
7.38 5.55656651027905 3.76783922048138
7.39 5.55636139078962 3.76549508722787
7.4 5.55636159270753 3.76521647089905
7.41 5.55631434512778 3.76333385372609
7.42 5.55646950641796 3.76187243629211
7.43 5.55553237149919 3.76143984734688
7.44 5.55535986314693 3.75937068820817
7.45 5.55448220849005 3.75775501821509
7.46 5.55377270675478 3.75618897390064
7.47 5.55256502728567 3.75409870509344
7.48 5.55103267299625 3.75231988010988
7.49 5.5508606234443 3.75040429747366
7.5 5.55079159615553 3.74923091955909
7.51 5.55038201630039 3.74737058549841
7.52 5.55022839929057 3.74597412672095
7.53 5.55114411832909 3.74423218356595
7.54 5.551093578923 3.74255395712768
7.55 5.55083833380961 3.74091556305636
7.56 5.55036581465237 3.73979104129442
7.57 5.55003045428511 3.73802544357687
7.58 5.54990531480303 3.73646583729554
7.59 5.55052934496581 3.73536319705654
7.6 5.54924627861957 3.7344235944128
7.61 5.54874305773114 3.73330402580375
7.62 5.54929506854398 3.73160524788916
7.63 5.54910919595261 3.72897032551544
7.64 5.54885898240195 3.72771606409703
7.65 5.54895552747666 3.7267265188195
7.66 5.54899316472015 3.72484411904562
7.67 5.54849299270835 3.72412745979001
7.68 5.54898382490007 3.72281769876251
7.69 5.5495438655409 3.72174777899892
7.7 5.54917508855748 3.72064446216248
7.71 5.54948731309389 3.72013876898089
7.72 5.54948919622198 3.71867666583579
7.73 5.54989682738067 3.71729056964221
7.74 5.55050678767402 3.71555417398046
7.75 5.5511954261344 3.71495735328294
7.76 5.55103742100403 3.71260411578071
7.77 5.55173134040609 3.7109866332525
7.78 5.55211184137602 3.71069223645837
7.79 5.55192841260142 3.70908235389335
7.8 5.55297387560907 3.70729243809302
7.81 5.55406113226456 3.70620315856051
7.82 5.55453470670239 3.70436149855383
7.83 5.55525829384918 3.70268715023372
7.84 5.55622236333925 3.70124374687164
7.85 5.55589018795884 3.70052656161094
7.86 5.55683353304755 3.69873219499015
7.87 5.55751343329923 3.69828667406522
7.88 5.55834112618055 3.69729855480988
7.89 5.55879591364517 3.69531644857975
7.9 5.56044440369237 3.69310057407976
7.91 5.56102252315226 3.69251468831535
7.92 5.56270738253845 3.69177039658491
7.93 5.56356877496953 3.68988856230175
7.94 5.56429530458663 3.69031592301218
7.95 5.56539849236411 3.68936070760702
7.96 5.56645461608681 3.68884937592602
7.97 5.56781156056676 3.68769017130975
7.98 5.56856000272798 3.68665235788058
7.99 5.56887755966027 3.68612150986932
8 5.56974770932201 3.68452306876557
8.01 5.56980359636317 3.68370155692797
8.02 5.57122989669123 3.68294496168476
8.03 5.57238102667325 3.68192633001768
8.04 5.57403648351567 3.68163561348749
8.05 5.57554729008209 3.68067673807118
8.06 5.57717875814152 3.67853192126746
8.07 5.57923773837092 3.67658422080029
8.08 5.5810256520951 3.67626481944754
8.09 5.58305687895386 3.67616008444646
8.1 5.5843167396586 3.67510401161578
8.11 5.58526459334143 3.67449253178527
8.12 5.58609439933769 3.67482063839541
8.13 5.58699949999507 3.67440031969728
8.14 5.58940870311584 3.6746315912289
8.15 5.59091157997333 3.6746736650035
8.16 5.5921808428459 3.67502886524089
8.17 5.59334135193259 3.67380139680467
8.18 5.59543841516438 3.67475015790392
8.19 5.59626089054857 3.67422825512586
8.2 5.5975543525381 3.67338943520021
8.21 5.60039951032051 3.67194667055135
8.22 5.60199211952257 3.6706027484262
8.23 5.60287107125893 3.67040432939993
8.24 5.60502047045932 3.67067313321603
8.25 5.60697111523145 3.67130106751024
8.26 5.60814945497184 3.6700782900318
8.27 5.60947078219883 3.6708039580957
8.28 5.61076832281666 3.67029269285604
8.29 5.61167532811782 3.67157393213224
8.3 5.61283302562377 3.67193726023573
8.31 5.61404236444974 3.67068407808295
8.32 5.61540546378492 3.67157344342324
8.33 5.61652100338662 3.67196882082379
8.34 5.6183076695454 3.67145437507643
8.35 5.61923114533794 3.67098984945534
8.36 5.62079714293763 3.67133836371704
8.37 5.62183642157942 3.67125018302112
8.38 5.62307514587789 3.67190465274898
8.39 5.62469130211991 3.67217259076269
8.4 5.62621639388919 3.67254481774304
8.41 5.62896737660499 3.67184232603718
8.42 5.63039219699611 3.67245841135952
8.43 5.63232180048185 3.67301590176743
8.44 5.63349065972494 3.67260668393444
8.45 5.6351406880266 3.6731883246418
8.46 5.63664478147591 3.67311814849619
8.47 5.63820669738407 3.67264616477624
8.48 5.64032383123275 3.67203523584634
8.49 5.6414338950941 3.67180503799253
8.5 5.64279094376973 3.67271600448082
8.51 5.64323796353087 3.67263037885802
8.52 5.64426719610158 3.67229520286166
8.53 5.64579827109992 3.67274166846384
8.54 5.646427875154 3.67312650806772
8.55 5.6481453821609 3.67409538447514
8.56 5.65027612513922 3.67449293629764
8.57 5.65220321235344 3.67509246259683
8.58 5.65288041764046 3.67678780478403
8.59 5.65373988365434 3.6775797249014
8.6 5.65472518072852 3.67795396173701
8.61 5.65519255827079 3.67807049399473
8.62 5.65684615968791 3.67849945930749
8.63 5.65822965381422 3.67953973878748
8.64 5.6594961841223 3.68027774693171
8.65 5.6609016168049 3.68075440280895
8.66 5.66237607748488 3.68020887351783
8.67 5.66375425908726 3.68005448060198
8.68 5.66546313060493 3.68116072064041
8.69 5.66641370205376 3.68109641499735
8.7 5.66836256934327 3.68077093631543
8.71 5.6693634154716 3.68211792355632
8.72 5.67031204177191 3.68296332622864
8.73 5.67124507964412 3.68328719214447
8.74 5.67253103578081 3.68334185938068
8.75 5.67396123101443 3.68412858845687
8.76 5.67464360095869 3.68467655772432
8.77 5.67617878603117 3.68550356815262
8.78 5.6768703547165 3.68583095398394
8.79 5.67740091009123 3.68642744431394
8.8 5.67855325642114 3.68744405694014
8.81 5.67919708961049 3.68793299317405
8.82 5.68057350572497 3.68900654762186
8.83 5.68187496145202 3.68999038952987
8.84 5.68302480900688 3.69093528931042
8.85 5.68348457959304 3.69071560084457
8.86 5.68369629145075 3.69064745309677
8.87 5.68484027707433 3.69132458139867
8.88 5.68625464463342 3.69208973114176
8.89 5.6868222162277 3.69292887154733
8.9 5.6878756814044 3.6946892120374
8.91 5.68850317385737 3.69501131497492
8.92 5.68942994527607 3.695754765218
8.93 5.69092986883701 3.69631422264645
8.94 5.69260297526165 3.69765394875395
8.95 5.69459147029266 3.6990365901937
8.96 5.69505829962162 3.70060878635404
8.97 5.69599794984203 3.70167124734809
8.98 5.69657435997739 3.70376082023677
8.99 5.69764771516767 3.70455501678593
9 5.69839033140709 3.70534739176215
9.01 5.69773608535026 3.70608392192428
9.02 5.69820474263861 3.70638310150243
9.03 5.69899572136142 3.7074271259414
9.04 5.69979447456358 3.70825797587881
9.05 5.70013193931902 3.70901163523479
9.06 5.70097237764592 3.70879699964027
9.07 5.70251014290457 3.70941346623493
9.08 5.70385581080682 3.71055856162709
9.09 5.70419809154204 3.71192232219021
9.1 5.70525128067847 3.71238738080393
9.11 5.70614334131367 3.71251686260124
9.12 5.70736909944411 3.71369063338013
9.13 5.70742578526236 3.71392472337372
9.14 5.70777719946491 3.71414851675447
9.15 5.7084333768167 3.71537881161695
9.16 5.70836084609766 3.71529225610977
9.17 5.70863977394525 3.71724981851588
9.18 5.70978348367082 3.7184705850771
9.19 5.70924423928516 3.71865997609339
9.2 5.71030448868475 3.7201829925956
9.21 5.71104858725811 3.72114250714883
9.22 5.71139683981143 3.72214283574409
9.23 5.71129770364039 3.7233742599906
9.24 5.71168573656587 3.7250571825655
9.25 5.71254908017545 3.72665086192104
9.26 5.71344263701867 3.72623102518925
9.27 5.71244725433329 3.72771648828278
9.28 5.7127370138551 3.72876859453966
9.29 5.71360966910199 3.728812580105
9.3 5.7143173712479 3.72935568868178
9.31 5.71426992162409 3.73021927704621
9.32 5.71460319753569 3.73036952932606
9.33 5.71527698912952 3.73208725891872
9.34 5.71505876233522 3.73359809483676
9.35 5.71512228704747 3.734483844283
9.36 5.7156012541871 3.73491853761985
9.37 5.71514749767358 3.73560611003486
9.38 5.7141584049233 3.73653050627768
9.39 5.71431297322268 3.73765820464974
9.4 5.71418359559635 3.73831809242427
9.41 5.71427878788761 3.73962799913231
9.42 5.71441365399794 3.7399713101811
9.43 5.71363322507184 3.74154364540693
9.44 5.71340899335715 3.7429061260804
9.45 5.7136149530246 3.74357293292781
9.46 5.7134255466422 3.74478109006974
9.47 5.7126529830648 3.74523525534533
9.48 5.71238528791647 3.74590093642239
9.49 5.71278781086807 3.74607311973964
9.5 5.71304029295278 3.74735405945954
9.51 5.71369889377968 3.7478959445337
9.52 5.71445656411819 3.74855587190912
9.53 5.71437390862056 3.74954736251074
9.54 5.71422076076426 3.75088807929382
9.55 5.71537201885496 3.75181735821879
9.56 5.71564251708187 3.75280486322071
9.57 5.7156932360768 3.75379144675901
9.58 5.71487860570456 3.75397169113093
9.59 5.71397154027235 3.75454693954535
9.6 5.71312496793755 3.75553327241883
9.61 5.713461825986 3.75684201239861
9.62 5.7139193872421 3.7589398257296
9.63 5.71308965084852 3.75935893216165
9.64 5.71253412516101 3.76141312211041
9.65 5.71166514605381 3.76230061398932
9.66 5.71173765219574 3.76279905029137
9.67 5.71115956460636 3.76334159403381
9.68 5.71058799620164 3.76337532121876
9.69 5.70989168961178 3.76461681653077
9.7 5.70996149750868 3.76495091599379
9.71 5.70951894532653 3.7662562152194
9.72 5.70864025373083 3.76702275868272
9.73 5.70746476861566 3.76778753409182
9.74 5.70669169825716 3.76857363409832
9.75 5.70596915357726 3.76876485956239
9.76 5.70514233981811 3.76967410220122
9.77 5.70495041144707 3.76929910357744
9.78 5.70346738991742 3.77082655076199
9.79 5.70348487332455 3.77139083864473
9.8 5.70318600216584 3.77142596207793
9.81 5.70177033430897 3.77251306037962
9.82 5.70025127538791 3.77457807318393
9.83 5.69953438671628 3.77521225465605
9.84 5.69948091792708 3.77536064652237
9.85 5.69863216930801 3.77546196397707
9.86 5.69774818949101 3.77595445881246
9.87 5.69748084678176 3.77662738143264
9.88 5.69689513187834 3.77658618490156
9.89 5.69581842675127 3.77651547948532
9.9 5.69396934104055 3.77685128928115
9.91 5.69287053447514 3.77781368138621
9.92 5.69174198984279 3.77799529455315
9.93 5.69139868090716 3.77867905398963
9.94 5.68975479320452 3.77823190054417
9.95 5.68845079163117 3.77905611015288
9.96 5.68758881289961 3.77932750958693
9.97 5.68706380594332 3.7792036261721
9.98 5.686858879412 3.77878463965528
9.99 5.68594039346641 3.77888319729694
10 5.68441048352381 3.77796905636
