"time" "mx" "my"
1.04 4.75279748989164 3.10850959747601
1.05 4.7643716995988 3.1015877099535
1.06 4.77610341768121 3.09398949936245
1.07 4.78841368877998 3.08746206995627
1.08 4.80098722429706 3.08205346090804
1.09 4.81376131169275 3.07639106577721
1.1 4.82591395405261 3.07076462924667
1.11 4.83910264362567 3.06428368215386
1.12 4.85241782897424 3.05866113939246
1.13 4.86541493109052 3.05395917822628
1.14 4.87921382330499 3.04811980451349
1.15 4.89319189075477 3.04269818689991
1.16 4.90655162491808 3.03859583793291
1.17 4.92078334671121 3.03423745205121
1.18 4.93446939743539 3.02999661296032
1.19 4.94958525050934 3.0261376231005
1.2 4.96387936660345 3.02214773233218
1.21 4.97897267347962 3.01770636116205
1.22 4.99400189907662 3.01455990180397
1.23 5.0089440335943 3.01154345549761
1.24 5.02440548962642 3.00840107325603
1.25 5.03971600934059 3.00457114257209
1.26 5.05438040529173 3.00109456142739
1.27 5.06916722194683 2.99799709137543
1.28 5.08338558274544 2.99513673098113
1.29 5.09884232942167 2.99289797085855
1.3 5.11463943679538 2.99031902128467
1.31 5.13018767839423 2.98829861506373
1.32 5.14624539197637 2.9866722529425
1.33 5.16300267680968 2.98512823877078
1.34 5.17918043637894 2.98415242049776
1.35 5.19475905149557 2.98319298741537
1.36 5.21089154364937 2.98205200952187
1.37 5.22674100994629 2.9816541916216
1.38 5.24258497339053 2.9814891531404
1.39 5.26003825500042 2.98213160701657
1.4 5.27592504387584 2.98183803600503
1.41 5.29280328478835 2.98204828428984
1.42 5.30905895032786 2.98285996558908
1.43 5.32514189767959 2.98438202118995
1.44 5.34051348121518 2.98412416005788
1.45 5.35668331197069 2.98447617251211
1.46 5.37345897568696 2.98598303945357
1.47 5.39024454229889 2.98686137815299
1.48 5.40781871661144 2.98905755400962
1.49 5.42463066647782 2.99073179075489
1.5 5.44185615069592 2.99315472468873
1.51 5.45792657760911 2.99474686216629
1.52 5.47302860753873 2.99727998745278
1.53 5.48916602234434 2.99931088990064
1.54 5.50590186803493 3.00135401284449
1.55 5.52167733380357 3.00535393236658
1.56 5.53860134653666 3.00864169026914
1.57 5.55414521238936 3.01298697867924
1.58 5.57034089490118 3.01671099917431
1.59 5.58669865557274 3.02071518911478
1.6 5.60192429170795 3.02496261367419
1.61 5.61618534671255 3.02944891320164
1.62 5.6310912195495 3.03416953953249
1.63 5.64722187381885 3.04001357648512
1.64 5.66389818406538 3.04468080480825
1.65 5.67908683525009 3.04980776875805
1.66 5.69436724067346 3.05512876609909
1.67 5.70989319977806 3.06032196025655
1.68 5.72523085455342 3.06589858049378
1.69 5.74159290096806 3.07133839859398
1.7 5.7568966871472 3.07713139818277
1.71 5.7720565549298 3.08221035988331
1.72 5.78872817380132 3.0884503212071
1.73 5.80334295665648 3.096264157193
1.74 5.81918926640662 3.10185930076225
1.75 5.83371107499133 3.10819147919349
1.76 5.84967398868994 3.11420216637555
1.77 5.86501091704216 3.1205307496804
1.78 5.87937465252078 3.12753280085717
1.79 5.89312896162485 3.13395148022519
1.8 5.90711587658693 3.140576019694
1.81 5.92159813186226 3.14787355532394
1.82 5.93498821765892 3.15562263888759
1.83 5.94846781086006 3.16291154958736
1.84 5.96270338653209 3.17083641761579
1.85 5.97646596401198 3.17819311963121
1.86 5.98937749545847 3.18591833677424
1.87 6.0021366765279 3.19397978720674
1.88 6.01427070367083 3.20228452392864
1.89 6.02586726655071 3.21113809246346
1.9 6.03793879033485 3.21973792309194
1.91 6.05078493926768 3.22894504104071
1.92 6.06317986795832 3.23727179877212
1.93 6.07522501657805 3.24498335604338
1.94 6.08640431213713 3.25347406513963
1.95 6.09879500274305 3.26197857382316
1.96 6.10956124328615 3.2711582483543
1.97 6.12008908957072 3.28101603687548
1.98 6.13069464145066 3.29031290048358
1.99 6.14165685635212 3.30021919061018
2 6.15219885174526 3.30967336200961
2.01 6.1629016357898 3.31929568518952
2.02 6.17363614402205 3.32888752373533
2.03 6.18430581819927 3.33875150330646
2.04 6.19402083392233 3.34814084136637
2.05 6.20277256177451 3.35833460387944
2.06 6.21169086951641 3.36800342406557
2.07 6.22062622727338 3.37704746607117
2.08 6.22875667032552 3.38645938067946
2.09 6.23706762724179 3.39657306265746
2.1 6.24576106109412 3.40663304301241
2.11 6.25399656653012 3.41620312215849
2.12 6.26232461420836 3.42612611346263
2.13 6.26979377886803 3.43573475562672
2.14 6.27779242506689 3.44604178504852
2.15 6.28559962132759 3.45691069090361
2.16 6.2933913425162 3.46773666741647
2.17 6.29983468801816 3.47871471608174
2.18 6.3066459010807 3.49051704532006
2.19 6.31285833245844 3.50280414122743
2.2 6.31767881484711 3.51365338239636
2.21 6.32427666198401 3.52480839484528
2.22 6.32915130424937 3.53620621928798
2.23 6.33356656788837 3.54665236977887
2.24 6.33941670507162 3.55751560334395
2.25 6.34441632868723 3.56933997555414
2.26 6.3478583816542 3.58087755306693
2.27 6.35206690101044 3.59119990886208
2.28 6.35495061533924 3.60330657690217
2.29 6.35812331695867 3.61433522934439
2.3 6.36105383574639 3.62520447884115
2.31 6.36396770126317 3.63616586314834
2.32 6.3666405310428 3.6470595415038
2.33 6.36995902968092 3.65723112580104
2.34 6.37216043127433 3.66806414061543
2.35 6.37299246084916 3.67923169357052
2.36 6.37435872161419 3.68943404408708
2.37 6.376442986617 3.70044418389347
2.38 6.37742442631354 3.71102736430483
2.39 6.37818022500262 3.72166056476516
2.4 6.37832473392194 3.731848995386
2.41 6.37853667649442 3.74206755271807
2.42 6.37834411397973 3.75342639058736
2.43 6.37859706392708 3.76439074699904
2.44 6.37828520189755 3.77494722847237
2.45 6.37673657655866 3.78547671582002
2.46 6.37603565862797 3.79596036123328
2.47 6.37471424680409 3.8062519974181
2.48 6.3734380087967 3.81676374633382
2.49 6.37095658453666 3.82789517572614
2.5 6.36962966094603 3.83752614751061
2.51 6.36730595543101 3.84741298441867
2.52 6.36472228882839 3.8571025288735
2.53 6.3616310691354 3.86665312143685
2.54 6.35842275637688 3.87663345735636
2.55 6.35506321400519 3.8851752114935
2.56 6.35147028489214 3.89355732026038
2.57 6.34619220888509 3.90252878780447
2.58 6.34218164861361 3.91193034209116
2.59 6.33753932246406 3.92181907809142
2.6 6.33265729863807 3.92952664155472
2.61 6.32714983750783 3.93806190950174
2.62 6.32232806783359 3.94748752343119
2.63 6.31699557407166 3.95672064386034
2.64 6.31137227173568 3.96622065602971
2.65 6.3051102160014 3.97491255531798
2.66 6.29923071852205 3.98465367126685
2.67 6.29266723354286 3.99281353973716
2.68 6.2859415406525 3.99994141279235
2.69 6.278934096456 4.00675929723039
2.7 6.27179111023853 4.01469400779031
2.71 6.26464355937762 4.02241805336943
2.72 6.25831595245395 4.02890115144647
2.73 6.25125338169247 4.03572868659052
2.74 6.24293917350621 4.04193968817832
2.75 6.2363840918761 4.04773856879438
2.76 6.22859289028264 4.05443916660966
2.77 6.21993996978516 4.06095158200162
2.78 6.21197545949325 4.06683215834549
2.79 6.20400760952618 4.07120661043656
2.8 6.1942513066955 4.07683360460599
2.81 6.18609036780339 4.08209217825461
2.82 6.17793509138369 4.08773835894179
2.83 6.16948169479593 4.09353932155578
2.84 6.16102322521579 4.09823866339963
2.85 6.15258417796285 4.10342715978216
2.86 6.14286166111644 4.10761160124668
2.87 6.13449607846123 4.11304625276331
2.88 6.12449573812013 4.1178916862556
2.89 6.11529780378998 4.12212158662387
2.9 6.10569989415556 4.12636097382223
2.91 6.09633005516752 4.12980308130669
2.92 6.08631558122468 4.13429757497851
2.93 6.07696944275861 4.13917501658541
2.94 6.06694667791937 4.1418274989532
2.95 6.05728103641125 4.14563336274881
2.96 6.0479946216908 4.14883363490748
2.97 6.03856334229833 4.15195705587984
2.98 6.02745525560443 4.15424537670231
2.99 6.01806423314895 4.15639463950764
3 6.00786992550308 4.15896190048182
3.01 5.9976719127423 4.16174159299632
3.02 5.98821028193644 4.16469338587384
3.03 5.97856647802817 4.16630267390576
3.04 5.9685993309973 4.16943076638284
3.05 5.95853846187831 4.17239199677126
3.06 5.94877556580469 4.17440913132357
3.07 5.93864715883244 4.1750579198165
3.08 5.92868225398899 4.17577224842587
3.09 5.91786242593121 4.17735817533506
3.1 5.90759596584352 4.17699040995001
3.11 5.89684331740207 4.17828717912845
3.12 5.88677010762973 4.17909341679239
3.13 5.87639014573176 4.17888271499055
3.14 5.86663672982681 4.17883382493163
3.15 5.85599456068014 4.17912468846204
3.16 5.84488953633494 4.17903352986151
3.17 5.83544614830484 4.17764004666135
3.18 5.82535568209469 4.17629870474122
3.19 5.81560780812343 4.17424279718027
3.2 5.8064323307508 4.17430186682823
3.21 5.79642584281755 4.17287377909773
3.22 5.78598180819423 4.171760999045
3.23 5.77553580149569 4.17088462275826
3.24 5.7653901352173 4.17048882380756
3.25 5.75568507694787 4.16757180019586
3.26 5.74597584762937 4.16540814724998
3.27 5.73696615599529 4.16379349287125
3.28 5.72805488459284 4.16141250493081
3.29 5.71810515301221 4.15796518579946
3.3 5.7086565942219 4.15504274041603
3.31 5.69964814895696 4.15298153044548
3.32 5.69045840369974 4.14978676413594
3.33 5.68068079399131 4.14700346975036
3.34 5.67117990073945 4.14287746160207
3.35 5.66218611890116 4.14004336064187
3.36 5.65314014342685 4.13662504106439
3.37 5.64410449472159 4.1345535601439
3.38 5.63478246874329 4.13109853007664
3.39 5.62442805140801 4.12720609824615
3.4 5.61499486154818 4.12330053268086
3.41 5.60644050936164 4.11893697234643
3.42 5.59782260000968 4.11492022661707
3.43 5.59011983455484 4.11010067615552
3.44 5.58110678226668 4.10591854707127
3.45 5.57268154702892 4.10108002218471
3.46 5.56526012735737 4.0958614130104
3.47 5.55777935829816 4.09137176318175
3.48 5.55048435356103 4.08763107645427
3.49 5.54221354951925 4.08417611625358
3.5 5.53464563406799 4.07888635088866
3.51 5.52709002255847 4.07399858726908
3.52 5.51945576957384 4.07060773702809
3.53 5.51182293961203 4.06585771734104
3.54 5.50447235638166 4.06159687742859
3.55 5.4970577606321 4.05789378966327
3.56 5.4900653101113 4.05320253798706
3.57 5.4828236297552 4.04825053551133
3.58 5.47628382481292 4.04263413136944
3.59 5.46948365189345 4.0379780429524
3.6 5.46351821054305 4.03301988395501
3.61 5.45664298016662 4.02767307344954
3.62 5.45009482735999 4.02286702138778
3.63 5.44372615793063 4.01793179478447
3.64 5.43648723352512 4.01185681794904
3.65 5.43069577052924 4.00614597506833
3.66 5.42538695767122 3.99967031871337
3.67 5.41966539621639 3.99313592766722
3.68 5.41380017439834 3.98732152535524
3.69 5.40810975758208 3.98147455487635
3.7 5.40195070738056 3.97600449943448
3.71 5.39713103109154 3.96944543437185
3.72 5.39269101734803 3.96345385575973
3.73 5.3870628425866 3.95926076260314
3.74 5.38304360725092 3.95431874560325
3.75 5.37795574210978 3.94940175124789
3.76 5.37273850264644 3.94400725628949
3.77 5.36887071683702 3.93750595670565
3.78 5.36490379165679 3.93065874224601
3.79 5.36056001331539 3.92493278809955
3.8 5.35688053823843 3.91845147409829
3.81 5.35288511717134 3.91201834074718
3.82 5.34883998381301 3.90558522004065
3.83 5.34467703835936 3.89884043726739
3.84 5.34206522633011 3.89278712099182
3.85 5.33837943456211 3.8864097757805
3.86 5.33500079105148 3.87975861335962
3.87 5.33158251065318 3.87375723721186
3.88 5.32811816362288 3.86798379989464
3.89 5.32615584326277 3.86278717479573
3.9 5.3224909239429 3.85748715404743
3.91 5.31947588531723 3.85294469520494
3.92 5.31603591454331 3.84770374852906
3.93 5.31318601683213 3.84179243309876
3.94 5.31201415363234 3.83596787541753
3.95 5.31095948192598 3.83033988034676
3.96 5.30893725999888 3.82388424137181
3.97 5.30706865609549 3.81705585049136
3.98 5.30575296720378 3.81234154840898
3.99 5.30503021533189 3.80658477280248
4 5.30349738531326 3.80065867565732
4.01 5.30300190441274 3.79544811711502
4.02 5.30124025809234 3.79009436328925
4.03 5.30046288627677 3.78490960409581
4.04 5.29903145232132 3.77866518755518
4.05 5.29845796508462 3.77281864039884
4.06 5.29755842192031 3.76640809575489
4.07 5.29732301462344 3.76066757980393
4.08 5.29630868740386 3.75501029885079
4.09 5.29651344241708 3.74896758134858
4.1 5.29632532889505 3.74418113647468
4.11 5.2961120614384 3.73884353228719
4.12 5.29642382401789 3.73432755509809
4.13 5.29677411249645 3.72969464166673
4.14 5.29696145471772 3.72521742696325
4.15 5.29650290127135 3.71983184894999
4.16 5.29649722051167 3.71530310777395
4.17 5.29652001804788 3.71008539279068
4.18 5.29742335062504 3.70486985694202
4.19 5.29800340302266 3.70092255052134
4.2 5.2988555960228 3.69631323809868
4.21 5.29949133943718 3.69035098686081
4.22 5.30097727980436 3.68477969285635
4.23 5.30136553370073 3.68055368749711
4.24 5.30247186907425 3.67514937183841
4.25 5.30332656753075 3.67107636361574
4.26 5.30409369423683 3.6654493337509
4.27 5.30534271847469 3.66266234133179
4.28 5.30673102515641 3.65750833128852
4.29 5.30877217019196 3.65258031345145
4.3 5.30982463508326 3.64879267209558
4.31 5.31191039728445 3.64561831304553
4.32 5.31323474835108 3.64175947802177
4.33 5.31490462798314 3.63676980003558
4.34 5.31703867013599 3.63316949703802
4.35 5.32010182724067 3.62844330883209
4.36 5.32253507481279 3.62435989340036
4.37 5.324270186433 3.61969788382742
4.38 5.32700070582374 3.61606737839309
4.39 5.32976297792364 3.61150940793498
4.4 5.33213735848631 3.60766377580019
4.41 5.33480420638721 3.6035067353682
4.42 5.33770534048295 3.60075658135588
4.43 5.3394555737345 3.59691728437495
4.44 5.34290654290842 3.59405463894321
4.45 5.34657951205343 3.5904923427606
4.46 5.34984862373373 3.58748808759624
4.47 5.35324752312488 3.58320478873387
4.48 5.35624772273573 3.58055327099252
4.49 5.35943861813495 3.57733188193613
4.5 5.36275669400517 3.57429340239074
4.51 5.36573999550537 3.57199325345775
4.52 5.36963964332519 3.5694097071895
4.53 5.37309774544433 3.56699068839055
4.54 5.37713744791186 3.56468384016667
4.55 5.38126799744107 3.5618998155495
4.56 5.38480007033794 3.55871420029769
4.57 5.38828798108292 3.55541347113716
4.58 5.392388772725 3.55303251330704
4.59 5.39676762056039 3.55141212192997
4.6 5.40040316725829 3.54919940153133
4.61 5.40491926782869 3.54659213347022
4.62 5.40892952529926 3.54469884851208
4.63 5.41372527203459 3.5425271867241
4.64 5.41815209246482 3.54085902412394
4.65 5.42274859297027 3.53984894480285
4.66 5.42797682468661 3.53743562338678
4.67 5.43218091033293 3.5354094793085
4.68 5.43802084058578 3.53291235118364
4.69 5.44184384384033 3.53046631156949
4.7 5.4460877807272 3.52848436970318
4.71 5.45067919307908 3.52731577051515
4.72 5.45485468170266 3.52596628409888
4.73 5.45967533569356 3.52446751239298
4.74 5.46456417723872 3.52368991063236
4.75 5.46854732763455 3.52151608554474
4.76 5.47345881278657 3.5200324691988
4.77 5.47911356472748 3.5182430178104
4.78 5.48313250218583 3.51752437825161
4.79 5.48829139691275 3.51774781676622
4.8 5.49376700456481 3.51690985688494
4.81 5.49881715876123 3.51645873836563
4.82 5.50353672977244 3.51543365830576
4.83 5.50769458952452 3.51487097970852
4.84 5.51211320830868 3.51432321015777
4.85 5.51620123241098 3.51452089485233
4.86 5.52124364381278 3.51450814950057
4.87 5.52686633975269 3.51362703550711
4.88 5.53167825580136 3.51336316521353
4.89 5.53663723557698 3.51376552322796
4.9 5.54149518420005 3.51291282014351
4.91 5.54583550122882 3.51259700703777
4.92 5.55144822701519 3.51209664605618
4.93 5.55549725146385 3.51205324767956
4.94 5.56074158947795 3.51193408434438
4.95 5.56648807615089 3.51208720640848
4.96 5.57076568232512 3.51171927985279
4.97 5.57611999574868 3.51219021148918
4.98 5.58108860007613 3.51232736956209
4.99 5.58565158685297 3.51222358421488
5 5.59045673032096 3.5133408997379
5.01 5.59541994592564 3.51422238218822
5.02 5.60110079653235 3.51510491927161
5.03 5.60646898790023 3.51572313518086
5.04 5.61192593379693 3.51609979846789
5.05 5.61745595495363 3.51720839278385
5.06 5.62180660750805 3.51921800733541
5.07 5.62668454540464 3.52031053898771
5.08 5.63176473193579 3.52098162624177
5.09 5.63706170814635 3.52153365536984
5.1 5.64215468586918 3.52383638665832
5.11 5.64655553506745 3.52469815903656
5.12 5.65112139772071 3.52487528635215
5.13 5.6568093722796 3.52643216318491
5.14 5.66192242131946 3.52802582082794
5.15 5.66581539615216 3.52893157259269
5.16 5.67052249315571 3.53056812442651
5.17 5.67522637848795 3.5320564953677
5.18 5.67990581151001 3.5335736601005
5.19 5.684364641087 3.53616405035766
5.2 5.68757768666063 3.53707337577434
5.21 5.69216912042175 3.54031108580799
5.22 5.6961977991333 3.54266575389585
5.23 5.70137267597433 3.54493883747921
5.24 5.706849288184 3.54707817021802
5.25 5.71018957195973 3.5491630307692
5.26 5.71453737773097 3.55222063006829
5.27 5.71837304961215 3.55528138527605
5.28 5.72258566532074 3.55704450965232
5.29 5.72759669070564 3.55934378624996
5.3 5.73237229800089 3.56208745478035
5.31 5.73741695548158 3.56417434943643
5.32 5.74149266538967 3.56711638415961
5.33 5.74478678335745 3.56966133466466
5.34 5.74897294781261 3.57234360218736
5.35 5.75276207386422 3.57443535330784
5.36 5.75636299178231 3.57674837627695
5.37 5.75946999470513 3.57912033150718
5.38 5.76260722713717 3.58091383578452
5.39 5.76668301863134 3.58374842372206
5.4 5.77000503232086 3.58545770206943
5.41 5.77413538228285 3.58720013985811
5.42 5.77729868488608 3.58995401872414
5.43 5.78042150615711 3.59148933925437
5.44 5.78430526429291 3.5942781058751
5.45 5.7878243969746 3.59745104368574
5.46 5.79123731612042 3.60007627792298
5.47 5.79435698561923 3.60318358820436
5.48 5.79712887379019 3.60681731141817
5.49 5.80021121039305 3.61015073953926
5.5 5.80319581176572 3.61177807595618
5.51 5.80708797341775 3.61432587303751
5.52 5.81104578531431 3.6177644711191
5.53 5.81344090250262 3.6211477406129
5.54 5.81668621799186 3.6250887284394
5.55 5.81873131808001 3.62826805295648
5.56 5.82107032882104 3.6314211242533
5.57 5.82444398441088 3.63388293574178
5.58 5.82792836605784 3.6374155565655
5.59 5.83043151762751 3.64097613650469
5.6 5.83283334076144 3.64346505853317
5.61 5.83513098252457 3.64691576779377
5.62 5.83707905549656 3.65099780248152
5.63 5.83941954241594 3.65343048953795
5.64 5.84125542941175 3.65680132771605
5.65 5.84215813548006 3.66099279409272
5.66 5.8436643006526 3.66420691507873
5.67 5.84627342497159 3.66791512875663
5.68 5.84711363638662 3.67141573805826
5.69 5.8488128491279 3.67352643018597
5.7 5.85071439675243 3.67591615543332
5.71 5.85255287845898 3.6799366056684
5.72 5.85358065268971 3.68236376111174
5.73 5.85414812915607 3.68707115475011
5.74 5.8545380189308 3.69052997664039
5.75 5.85652585362136 3.693294170313
5.76 5.85726280022783 3.69707035009605
5.77 5.85776753967698 3.70045719449085
5.78 5.85863375098196 3.70389385733216
5.79 5.86015687558733 3.70825836221187
5.8 5.86099921463105 3.7116442905381
5.81 5.8620784966136 3.7147278647343
5.82 5.862983316609 3.71717273291473
5.83 5.86263872313341 3.71981217901846
5.84 5.86274808519575 3.72314657123172
5.85 5.86403136338706 3.72655516573344
5.86 5.86401773414947 3.72955975432567
5.87 5.8643156758393 3.73280033020951
5.88 5.8639885739699 3.73631012182658
5.89 5.86442389230818 3.73952908528277
5.9 5.86459142717732 3.74311321404885
5.91 5.86429860238086 3.74594179893325
5.92 5.86453704388758 3.74881230614618
5.93 5.86402528781449 3.75204417440867
5.94 5.86435503305488 3.75507551975656
5.95 5.86487390590812 3.75828922766583
5.96 5.86414387296895 3.76232416769461
5.97 5.86401469660635 3.76473517604568
5.98 5.86421520191012 3.76806116758501
5.99 5.86435462886906 3.77154045796314
6 5.86246585013991 3.77517602450708
6.01 5.86133376863787 3.77842692440128
6.02 5.85989400112339 3.78247102117221
6.03 5.85896832277922 3.7862559946157
6.04 5.85788601045806 3.78962051672423
6.05 5.85707316979185 3.79211949059572
6.06 5.8560423513288 3.79412362508699
6.07 5.85512749591262 3.7962274848144
6.08 5.85354749153648 3.79962751574747
6.09 5.85183206525704 3.80140706787128
6.1 5.85037555615111 3.80388970414382
6.11 5.8489328620353 3.80700362306299
6.12 5.84643555322665 3.80860695756223
6.13 5.84451550462482 3.81052396823785
6.14 5.84282886411872 3.81298861315102
6.15 5.84096919726428 3.81481304902197
6.16 5.83904780480724 3.81662331300384
6.17 5.83694023335716 3.81891956172556
6.18 5.8346099573119 3.82083046181068
6.19 5.8328003057797 3.82318437036123
6.2 5.83008998596384 3.82476171044727
6.21 5.82835003712987 3.82721364129636
6.22 5.82567467377044 3.82953471125208
6.23 5.8241885804251 3.83202429017083
6.24 5.82163928123194 3.83470776169364
6.25 5.81884236417715 3.83718027782086
6.26 5.81631785475803 3.8381150190995
6.27 5.81403036169612 3.83931173645563
6.28 5.81181196526562 3.84109701556143
6.29 5.80988174366359 3.84199477322737
6.3 5.80784105726299 3.84265128924375
6.31 5.8054825717733 3.84486817046446
6.32 5.802379905403 3.84621585655338
6.33 5.80058541654999 3.84803151409944
6.34 5.79744706900475 3.84832925546942
6.35 5.79385610131743 3.85005610395184
6.36 5.79023615998589 3.85178549282671
6.37 5.78843018718129 3.8521879520991
6.38 5.78580804782166 3.85268154112922
6.39 5.7828214591695 3.85492797092626
6.4 5.77987663301557 3.85603170803597
6.41 5.77752933719899 3.85733565656749
6.42 5.77505547831965 3.85812241378834
6.43 5.77198638369228 3.85879259183117
6.44 5.76908541784965 3.85965053793449
6.45 5.7658580694412 3.85993681778875
6.46 5.76306002420054 3.8610028689069
6.47 5.76054926464222 3.86126882507669
6.48 5.75810199154144 3.86308354458355
6.49 5.75503596838338 3.86379996360982
6.5 5.75216530058711 3.86450302972125
6.51 5.74908078938018 3.86550458580558
6.52 5.74624985101858 3.86538288369122
6.53 5.74382091796499 3.86638090671701
6.54 5.74061334358311 3.86762980019852
6.55 5.73799935958637 3.86843043194219
6.56 5.73485332288488 3.8695086117036
6.57 5.73176046819296 3.87068767995766
6.58 5.72931916436411 3.87173060955109
6.59 5.72675365396232 3.87120268933689
6.6 5.72349530957703 3.87122242350364
6.61 5.72094663920372 3.870918243151
6.62 5.71663336149826 3.87062819076624
6.63 5.71381706535 3.87070655804826
6.64 5.7100789163221 3.87076780438473
6.65 5.70687003920306 3.86938531904005
6.66 5.70396158616886 3.86964985194617
6.67 5.70101388496399 3.86991278127318
6.68 5.69849631383323 3.86876535818343
6.69 5.69506036134722 3.86803623112371
6.7 5.69207912665008 3.86734870075018
6.71 5.68950684792624 3.86785438952855
6.72 5.68672890957562 3.86708182123349
6.73 5.68331793953267 3.86705803914561
6.74 5.67986008262966 3.86577309295165
6.75 5.67659248996941 3.86555044635344
6.76 5.67343066143506 3.86480811630967
6.77 5.67003225702035 3.86395149811569
6.78 5.66843993465526 3.86344216298588
6.79 5.66552478208603 3.86262601104677
6.8 5.66307469200797 3.86231249063994
6.81 5.66036623650055 3.86121083153088
6.82 5.65740368495254 3.86122067135107
6.83 5.65489251274094 3.8598470114211
6.84 5.6518893848999 3.85920325974265
6.85 5.64906732794115 3.85789519511709
6.86 5.64523667085603 3.85816810407155
6.87 5.64332457108601 3.85681772022083
6.88 5.64050327368636 3.8569557401551
6.89 5.63700807448549 3.85636924569931
6.9 5.63423538366499 3.85428684781173
6.91 5.63155554553005 3.85349447289411
6.92 5.62986922554714 3.85278527108751
6.93 5.62720720535596 3.85149257167108
6.94 5.62387245170445 3.84967848046864
6.95 5.62041738739903 3.84823981610514
6.96 5.61774619732501 3.84686606102093
6.97 5.61505541818861 3.84468531135924
6.98 5.61303939620711 3.84372138453553
6.99 5.61031349857436 3.84134335741159
7 5.60787568524798 3.83942674255401
